data,num_file,L0,L2,NNZ,RL_iters,RL_rewards,MF_iters,MF_rewards,SAMP_iters,SAMP_rewards,SB_iters,SB_rewards
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_549.csv,45,0.04546343094615548,0.0,1,12,5,134,6,116,7,8,6
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_71.csv,46,4.585879574571713e-05,0.0,3,171,24,331,21,288,22,94,23
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_71.csv,46,0.0004585879574571713,0.0,1,206,18,249,17,89,20,50,16
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_71.csv,46,0.004585879574571713,0.0,1,120,18,71,17,62,13,30,18
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_71.csv,46,0.045858795745717135,0.0,1,20,8,75,8,10,7,13,7
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_447.csv,47,4.609218435210848e-05,0.0,3,257,21,382,23,284,25,55,29
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_447.csv,47,0.0004609218435210848,0.0,1,142,19,291,17,113,20,32,16
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_447.csv,47,0.004609218435210848,0.0,1,154,14,245,12,80,16,24,13
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_447.csv,47,0.04609218435210848,0.0,1,13,4,188,3,239,4,192,3
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_44.csv,48,4.568985977603155e-05,0.0,8,131,11,575,17,334,16,175,28
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_44.csv,48,0.00045689859776031544,0.0,1,232,19,189,31,145,23,19,19
